"exclude_missing_info","study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_ambiguity","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...57","ref","t1","t2","dose","units...63","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"16.5","NA","days",1.26923076923077,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","total oxphos","NA","NA","respiration","Maximal","maximum rate fueled with substrates of CI and CII and ADP","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",2.55075,0.613244149065965,12,3.195,0.902458964063286,11,1,"NA",36,"Parus_major","Parus_major",-0.80479180645629,0.212350414405219
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"16.5","NA","days",1.26923076923077,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","atp-linked oxphos","NA","NA","respiration","OXPHOS","rate supporting ATP synthesis through OXPHOS","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",0.496416666666667,0.164366253079868,12,0.625166666666667,0.121296656128184,11,1,"NA",37,"Parus_major","Parus_major",-0.859055895240002,0.206875950615554
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"16.5","NA","days",1.26923076923077,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","0","leak","NA","NA","respiration","Leak","the respiration rate contributing to proton leak (not producing ATP but dissapating heat)","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",2.05408333333333,0.493991250996014,12,2.56966666666667,0.837934943594651,11,1,"NA",38,"Parus_major","Parus_major",0.722453612110317,0.211260232775207
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"16.5","NA","days",1.26923076923077,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","mitochondrial efficiency","NA","NA","respiration","oxphos coupling efficiency","OXPHOS coupling efficiency = (1-leak)/CI + CII","unitless","data","cort","vehicle",0.641,"ng/ug",0.807333333333333,0.0425917903598875,12,0.796916666666667,0.0448663841226639,11,1,"NA",39,"Parus_major","Parus_major",0.229504100492126,0.192648207550269
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"16.5","NA","days",1.26923076923077,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","mitochondrial capacity","NA","NA","respiration","FCR:Routine/CI+CII","the proportion of maximal respiration capacity used under endogenous conditions (routine/CI+CII FCR","unitless","data","cort","vehicle",0.641,"ng/ug",0.245833333333333,0.0559753733729613,12,0.222833333333333,0.0285524504069689,11,1,"NA",40,"Parus_major","Parus_major",0.498891977873029,0.193226581903014
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"23.5","NA","days",1.80769230769231,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","mitochondrial density","mtDNA copy number","copy number","data","cort","vehicle",0.641,"ng/ug",2.9069797665,1.16764843862802,10,3.50748763141667,1.17599822470764,12,1,"NA",41,"Parus_major","Parus_major",-0.492951092918122,0.208004205138195
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"23.5","NA","days",1.80769230769231,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","basal","NA","NA","respiration","Routine","endogenous respiration rate before permeabilization","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",0.406,0.145046888970429,11,0.478666666666667,0.176166415813588,12,1,"NA",42,"Parus_major","Parus_major",-0.434032252532342,0.193742989450791
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"23.5","NA","days",1.80769230769231,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","total oxphos","NA","NA","respiration","Maximal","maximum rate fueled with substrates of CI and CII and ADP","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",1.71454545454545,0.502122965743724,11,2.19808333333333,0.797015051566934,12,1,"NA",43,"Parus_major","Parus_major",-0.699639604617057,0.200362378940768
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"23.5","NA","days",1.80769230769231,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","atp-linked oxphos","NA","NA","respiration","OXPHOS","rate supporting ATP synthesis through OXPHOS","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",0.411454545454546,0.0939663382668105,11,1.75791666666667,0.681464393565042,12,1,"NA",44,"Parus_major","Parus_major",-2.66781039551682,0.493831140217391
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"23.5","NA","days",1.80769230769231,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","0","leak","NA","NA","respiration","Leak","the respiration rate contributing to proton leak (not producing ATP but dissapating heat)","pmolO2/s/ml","data","cort","vehicle",0.641,"ng/ug",1.30309090909091,0.441710867999747,11,0.440083333333333,0.148927351620198,12,1,"NA",45,"Parus_major","Parus_major",-2.52342738743205,0.457864072251716
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"23.5","NA","days",1.80769230769231,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","mitochondrial efficiency","NA","NA","respiration","oxphos coupling efficiency","OXPHOS coupling efficiency = (1-leak)/CI + CII)","unitless","data","cort","vehicle",0.641,"ng/ug",0.751818181818182,0.051277320877398,11,0.795416666666667,0.0435106221792362,12,1,"NA",46,"Parus_major","Parus_major",-0.883637651523024,0.211804639744751
1,"s3","Cossin-Sevrin","2022","Aves","Passeriformes","Paridae","Parus","major","great tit",13,19,365,1825,"days","prenatal","both","2.5","3.5","1","days","NA","NA","1","days",1,"days","0.19230769230769232","0.26923076923076922","7.6923076923076927E-2","NA","NA","NA",0.03125,"23.5","NA","days",1.80769230769231,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","mitochondrial capacity","NA","NA","respiration","FCR:Routine/CI+CII","the proportion of maximal respiration capacity used under endogenous conditions (routine/CI+CII FCR","unitless","data","cort","vehicle",0.641,"ng/ug",0.238909090909091,0.0518872904389014,11,0.220416666666667,0.0338081709686049,12,1,"NA",47,"Parus_major","Parus_major",0.406994972103582,0.199331460093087
1,"s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","NA","NA","0.26315789473684209","0.94736842105263153","0.73684210526315785",0.4375,"NA","578.75","days",30.4605263157895,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","total oxphos","NA","NA","respiration","Routine","baseline oxygen consumption","pmolO2/s/mg","data","cort","vehicle",6.2,"ug",12.2094351818182,5.39615904697652,11,15.3608536428571,6.22355029667589,14,1,"yes",48,"Taeniopygia_guttata","Taeniopygia_guttata",-0.523186518905017,0.179604524151167
1,"s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","NA","NA","0.26315789473684209","0.94736842105263153","0.73684210526315785",0.4375,"NA","578.75","days",30.4605263157895,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","atp-linked oxphos","NA","NA","respiration","OXPHOS","oxygen consumption used to produce ATP via OXPHOS","pmolO2/s/mg","data","cort","vehicle",6.2,"ug",57.263205125,21.2123449789223,8,63.8869223333333,27.8456891849511,6,1,"yes",49,"Taeniopygia_guttata","Taeniopygia_guttata",-0.25045878443771,0.361148756104116
1,"s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","NA","NA","0.26315789473684209","0.94736842105263153","0.73684210526315785",0.4375,"NA","578.75","days",30.4605263157895,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","0","leak","NA","NA","respiration","Leak","oxygen consumption due to proton leak","pmolO2/s/mg","data","cort","vehicle",6.2,"ug",13.8911165,4.98789915069876,8,14.5963703846154,7.11044843913736,12,1,"yes",50,"Taeniopygia_guttata","Taeniopygia_guttata",0.109969361347526,0.216423718229689
1,"s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","NA","NA","0.26315789473684209","0.94736842105263153","0.73684210526315785",0.4375,"NA","578.75","days",30.4605263157895,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","ets","NA","NA","respiration","ETS","maximum oxygen consumption due to ETS","pmolO2/s/mg","data","cort","vehicle",6.2,"ug",47.2886405,17.0490811662935,8,58.1051449166667,25.2671174076584,13,1,"yes",51,"Taeniopygia_guttata","Taeniopygia_guttata",-0.481727846422576,0.210098992234319
1,"s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","NA","NA","0.26315789473684209","0.94736842105263153","0.73684210526315785",0.4375,"NA","578.75","days",30.4605263157895,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","0","mitochondrial efficiency","NA","NA","respiration","FCR(L/R)","efficiency of mito to couple ATP production to oxygen consumption","unitless","data","cort","vehicle",6.2,"ug",1.34339084891457,0.321745168915458,8,0.950446443621356,0.38027153058597,12,1,"yes",52,"Taeniopygia_guttata","Taeniopygia_guttata",-1.06835311610616,0.256976249558219
1,"s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","NA","NA","0.26315789473684209","0.94736842105263153","0.73684210526315785",0.4375,"NA","578.75","days",30.4605263157895,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","0","mitochondrial efficiency","NA","NA","respiration","FCR(L/ETS)","efficiency of mito function under stimulated conditions","unitless","data","cort","vehicle",6.2,"ug",0.296436776454307,0.0598939332420752,8,0.266563804112162,0.0555357278836527,12,1,"yes",53,"Taeniopygia_guttata","Taeniopygia_guttata",-0.49532114932437,0.245133529575097
1,"s4","Crino","2022","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","male","NA","NA","NA","NA","5","18","14","days",14,"days","NA","NA","NA","0.26315789473684209","0.94736842105263153","0.73684210526315785",0.4375,"NA","578.75","days",30.4605263157895,"cort","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","not-ambiguous","1","mitochondrial capacity","NA","NA","respiration","FCR(R/ETS)","proportion of ETS maximum under endogenous conditions","unitless","data","cort","vehicle",6.2,"ug",0.225742659683098,0.0425008921021303,8,0.285588320867467,0.06444852436736,12,1,"yes",54,"Taeniopygia_guttata","Taeniopygia_guttata",-1.04986143905309,0.244872357014514
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","CS","citrate synthase, mitchondrial volume density","nM/min/mg","tableS4","cort","vehicle",4.4,"mg/g",0.97,0.31598417681903,54,1.03,0.315360111618448,47,2,"yes",56,"Mus_musculus","Mus_musculus",-0.188626342450183,0.0407819283346475
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","NA","not-ambiguous","0","NA","NA","NA","oxidative stress","H2O2","H2O2 emission; reactive oxygen species","pmols/mg/min","tableS4","cort","vehicle",4.4,"mg/g",37.2,19.8408669165437,54,36.4,19.881398341163,47,2,"yes",57,"Mus_musculus","Mus_musculus",-0.039973604850738,0.0406210274148313
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","isolated","not-ambiguous","1","total oxphos","NA","NA","respiration","complex I; state 3 (maximum)","measured with pyruvate, malate, and glutamate as substrates","nmolO2/mg/min","tableS4","cort","vehicle",4.4,"mg/g",150,54.3786722897866,54,142,54.8452368032084,47,2,"yes",58,"Mus_musculus","Mus_musculus",0.145373708796742,0.0407389926464422
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","isolated","not-ambiguous","0","leak","NA","NA","respiration","complex I; state 4 (basal)","measured with pyruvate, malate, and glutamate as substrates","nmolO2/mg/min","tableS4","cort","vehicle",4.4,"mg/g",26.8,7.12801515149905,54,26.9,7.54122006044115,47,2,"yes",59,"Mus_musculus","Mus_musculus",0.0135250183601579,0.0407696185643106
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","isolated","not-ambiguous","1","mitochondrial efficiency","NA","NA","respiration","complex I; respiratory control ratio; state 3 to state 4 which is total oxphos/basal","measured with pyruvate, malate, and glutamate as substrates","unitless","tableS4","cort","vehicle",4.4,"mg/g",5.74,2.05757138393787,54,5.28,2.12525292612432,47,2,"yes",60,"Mus_musculus","Mus_musculus",0.218247322180541,0.0409430806942766
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","isolated","not-ambiguous","1","total oxphos","NA","NA","respiration","complex II; state 3 (maximum)","measured using succinate as a substrate","nmolO2/mg/min","tableS4","cort","vehicle",4.4,"mg/g",226,57.3180599811264,54,224,57.5874986433688,47,2,"yes",61,"Mus_musculus","Mus_musculus",0.0345466010412495,0.0406265821530436
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","isolated","not-ambiguous","0","leak","NA","NA","respiration","complex II; state 4 (basal)","measured using succinate as a substrate","nmolO2/mg/min","tableS4","cort","vehicle",4.4,"mg/g",53.5,16.166632302369,54,52.9,15.7680055809224,47,2,"yes",62,"Mus_musculus","Mus_musculus",-0.0372883343148402,0.0405424230983634
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","54.25","days",2.58333333333333,"cort","NA","NA","NA","NA","liver","liver","isolated","not-ambiguous","1","mitochondrial efficiency","NA","NA","respiration","complex II; respiratory control ratio","measured using succinate as a substrate; RCR calculated as ratio of max state 3/ to basal state 4","unitless","tableS4","cort","vehicle",4.4,"mg/g",4.32,1.17575507653593,54,4.3,1.16546128206818,47,2,"yes",63,"Mus_musculus","Mus_musculus",0.0169551567542526,0.0405832648751696
1,"s5","Yap","2022","Mammalia","Rodentia","Muridae","Mus","musculus","house mouse",20,21,56,916.5,"days","postnatal","both","NA","NA","NA","NA","7","21","14","days",14,"days","NA","NA","NA","0.33333333333333331","1","0.66666666666666663",0.341463414634146,"NA","38.5","days",1.83333333333333,"cort","NA","NA","NA","NA","liver","liver","NA","not-ambiguous","0","NA","NA","lipids","oxidative damage","4HNE adducts","oxidative damage; lipid damage","fold change","tableS4","cort","vehicle",4.4,"mg/g",0.97,0.169328083908134,28,1.05,0.166565302509256,24,1,"yes",64,"Mus_musculus","Mus_musculus",0.469138681475277,0.0826192018052698
