"exclude_missing_info","study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_ambiguity","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...57","ref","t1","t2","dose","units...63","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","GST","enzyme which serives to detoxify electrophilic agents","U/mg","results","low protein","control",-9,"percent",0.082,0.014,4,0.17,0.036,4,1,108,"Rattus_norvegicus","Rattus_norvegicus",-2.79863606856074,1.67414381917014
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","GR","enzyme that recycles GSH from GSSG and NADPH","U/mg","results","low protein","control",-9,"percent",15.62,2.906,4,20.52,1.94,4,1,109,"Rattus_norvegicus","Rattus_norvegicus",-1.72271815663756,0.95034185946719
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","enzymatic","NA","antioxidant","G6PDH","enzyme that converst NADP to NADPH","U/mg","results","low protein","control",-9,"percent",0.394,0.048,4,0.578,0.014,4,1,110,"Rattus_norvegicus","Rattus_norvegicus",-4.52059900463827,3.58044990711674
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","non-enzymatic","NA","antioxidant","GSH","thiol responsible for maintaining oxidative balance","nmol/mg","results","low protein","control",-9,"percent",0.154,0.032,4,0.289,0.022,4,1,111,"Rattus_norvegicus","Rattus_norvegicus",-4.27052495594975,2.38132809960536
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","0","NA","NA","general","oxidative damage","GSSG","oxidized glutathione","nmol/mg","figure4","low protein","control",-9,"percent",0.0335322195704057,0.0062052505966587,4,0.0437947494033413,0.00692124105011933,4,1,112,"Rattus_norvegicus","Rattus_norvegicus",1.35620028586616,0.8217532074028
1,"s7","Ferreira","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat",22,22,70,1095,"days","both","male","0","22","22","days","0","21","21","days",43,"days","0","1","1","0","0.95454545454545459","0.95454545454545459",0.977272727272727,"100","78","days",3.54545454545455,"nutrition","undernutrition","protein","NA","NA","brain","brainstem","NA","not-ambiguous","1","NA","NA","general","oxidative stress","redox state","GSH/GSSG","unitless","figure4","low protein","control",-9,"percent",2.85232067510549,0.405063291139239,4,5.46835443037975,1.68776371308017,4,1,113,"Rattus_norvegicus","Rattus_norvegicus",-1.85148050479805,1.17915342932209
1,"s8","Alonso-Alvarez","2007","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch",13,19,80,2372.5,"days","postnatal","both","NA","NA","NA","NA","2","20","19","days",19,"days","NA","NA","NA","0.10526315789473684","1.0526315789473684","1",0.59375,"NA","40","days",2.10526315789474,"nutrition","undernutrition","total food","NA","NA","erythrocyte","erythrocyte","NA","not-ambiguous","1","NA","general","NA","antioxidant","resistance to free radicals","red blood cell resistance to free radicals, measure of overall antioxidant status of whole blood, measures time to haemolyse 50% of red blood cells when exposed to free radical attack","min","figure2","reduced","enlarged",-4,"chicks",61.6460767946578,3.74461263656426,50,60.0952107679466,4.37676054368568,64,1,114,"Taeniopygia_guttata","Taeniopygia_guttata",0.37821391590498,0.0362185920785839
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","white adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","mitochondrial density","mitochondrial DNA content to nuclear DNA content","unitless","figure4c","low protein","control",-12,"percent",1.06423982869379,0.0932714726361693,8,0.989293361884368,0.110229922206382,8,1,115,"Mus_musculus","Mus_musculus",0.693865084885131,0.303379946626202
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","white adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","COX/CS activity","cytochrome C oxidase (COX = complex IV) / citrate synthase (CS) activity; COX activity indicates maximum activity of complexes","percent","figure4d","low protein","control",-12,"percent",79.920477137177,53.9819093390922,8,98.4095427435388,32.8952260035093,8,1,116,"Mus_musculus","Mus_musculus",-0.390997069403815,0.292321691753188
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","PGC1α","fold change in mRNA expression levels; mito biogenesis","percent","figure4a","low protein","control",-12,"percent",1.00259067357513,0.175860753870231,8,1.07253886010363,0.505599667376909,8,1,117,"Mus_musculus","Mus_musculus",-0.174682415014426,0.287474165252878
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","PGC1β","fold change in mRNA expression levels; mito biogenesis","percent","figure4a","low protein","control",-12,"percent",1.07253886010363,0.197843348104009,8,1.06476683937824,0.417669290441795,8,1,118,"Mus_musculus","Mus_musculus",0.0224813760425392,0.285739579832727
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","Nrf1","fold change in mRNA expression levels; mito biogenesis","percent","figure4a","low protein","control",-12,"percent",0.987046632124352,0.131895565402671,8,1.02590673575129,0.0659477827013363,8,1,119,"Mus_musculus","Mus_musculus",-0.352287936837699,0.291742329821438
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","general","NA","antioxidant","Nrf2","fold change in mRNA expression levels; mito biogenesis","percent","figure4a","low protein","control",-12,"percent",1.01036269430052,0.15387815963645,8,1.00259067357513,0.153878159636451,8,1,120,"Mus_musculus","Mus_musculus",0.0477442402546712,0.285795696874196
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","TFAM","fold change in mRNA expression levels; mito biogenesis","percent","figure4a","low protein","control",-12,"percent",1.03367875647668,0.219825942337788,8,1.02590673575129,0.241808536571566,8,1,121,"Mus_musculus","Mus_musculus",0.0317934669001676,0.285750712556238
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","NDUFB6","fold change in mRNA expression levels; respiratory chain","percent","figure4a","low protein","control",-12,"percent",0.963730569948187,0.197843348104007,8,1.04145077720207,0.241808536571565,8,1,122,"Mus_musculus","Mus_musculus",-0.332551062701961,0.28981880911127
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","NDUFB8","fold change in mRNA expression levels; respiratory chain","percent","figure4a","low protein","control",-12,"percent",1.05699481865285,0.197843348104009,8,1.01036269430052,0.241808536571564,8,1,123,"Mus_musculus","Mus_musculus",0.199530637621177,0.2871919141372
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","COX1","fold change in mRNA expression levels; respiratory chain","percent","figure4a","low protein","control",-12,"percent",0.979274611398964,0.17586075387023,8,1.02590673575129,0.131895565402673,8,1,124,"Mus_musculus","Mus_musculus",-0.283586318792008,0.288811650796505
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","COX4-1","fold change in mRNA expression levels; respiratory chain","percent","figure4a","low protein","control",-12,"percent",1.07253886010363,0.241808536571565,8,1.01813471502591,0.131895565402673,8,1,125,"Mus_musculus","Mus_musculus",0.264047608582781,0.288934195539019
1,"s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse",20,21,56,930,"days","both","male","0","20","20","days","0","28","28","days",48,"days","0","1","1","0","1.3333333333333333","1.3333333333333333",1.17073170731707,"210","182","days",8.66666666666667,"nutrition","undernutrition","protein","12","hours","adipose","brown adipose tissue","NA","not-ambiguous","1","NA","NA","NA","metabolic capacity","COX3","fold change in mRNA expression levels; respiratory chain","percent","figure4a","low protein","control",-12,"percent",1.01813471502591,0.175860753870228,8,1.04922279792746,0.131895565402673,8,1,126,"Mus_musculus","Mus_musculus",-0.189057545861336,0.287090892417494
