"study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","observation","SMDH","v_SMDH"
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","20","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","NA","leak","NA","NA","respiration","Leak","oxygen consumption linked to proton leak following the addition of oligomycin","pmolO2/s/ml","figure1c","37.700000000000003","37",0.7,"celsius",3.66169154228856,1.29046709149242,20,3.76119402985075,1.46846255238792,20,"2",24,-0.0705498904926501,0.105329729867668
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","20","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","NA","ets","NA","NA","respiration","ETS","maximal oxygen consumption of the ETS; Stier et al. 2017","pmolO2/s/ml","figure1d","37.700000000000003","37",0.7,"celsius",43.4256055363322,5.57855868894576,18,47.0588235294118,7.48701297726933,18,"2",25,-0.538067407323932,0.122252987527103
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","20","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","1","mitochondrial efficiency","NA","NA","respiration","OxCE","OXPHOS coupling efficiency (OXPHOS/Routine); proportion of respiration linked to ATP synthesis","unitless","figure1e","37.700000000000003","37",0.7,"celsius",0.881209964412811,0.0420157968725939,20,0.879288256227758,0.0525197460907423,20,"2",26,0.0396034384978095,0.105284789581582
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","20","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","1","mitochondrial capacity","NA","NA","respiration","FCR(R/ETS)","routine/ETS; proportion of maximal capacity used under endogenous conditions; Stier et al. 2017","unitless","figure1f","37.700000000000003","37",0.7,"celsius",0.713403880070547,0.0823087258524021,18,0.675925925925926,0.0785674201318385,18,"2",27,0.455433228503345,0.120703936141767
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","60","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","NA","total oxphos","NA","NA","respiration","Routine","baseline - background; as per Stier et al. 2017","pmolO2/s/ml","figure1a","37.700000000000003","37",0.7,"celsius",29.861416281008,5.98122495898724,20,31.444087755632,3.81173635938326,20,"2",28,-0.309298521924203,0.106746444867935
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","60","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","NA","atp-linked oxphos","NA","NA","respiration","OXPHOS","oxygen consumption linked to ATP synthesis; as per Stier et al. 2017","pmolO2/s/ml","figure1b","37.700000000000003","37",0.7,"celsius",24.5071008281397,4.6599710104441,20,25.4923076923077,3.09609412269202,20,"2",29,-0.244082940496683,0.106164773287775
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","20","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","NA","leak","NA","NA","respiration","Leak","oxygen consumption linked to proton leak following the addition of oligomycin","pmolO2/s/ml","figure1c","37.700000000000003","37",0.7,"celsius",5.2636815920398,2.00244893507443,20,5.29353233830846,0.711981843582011,20,"2",30,-0.0194685501659187,0.105271144626579
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","60","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","NA","ets","NA","NA","respiration","ETS","maximal oxygen consumption of the ETS; Stier et al. 2017","pmolO2/s/ml","figure1d","37.700000000000003","37",0.7,"celsius",50.7958477508651,6.31257956907025,18,47.3702422145329,4.40412528074667,18,"2",31,0.615395724517078,0.123880068499059
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","60","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","1","mitochondrial efficiency","NA","NA","respiration","OxCE","OXPHOS coupling efficiency (OXPHOS/Routine); proportion of respiration linked to ATP synthesis","unitless","figure1e","37.700000000000003","37",0.7,"celsius",0.825693950177936,0.0429707013469709,20,0.813523131672598,0.0315118476544456,20,"2",32,0.316585157585489,0.106701069876189
"s2","Stier","2022","Aves","Galliformes","Phasianidae","Cortunix","japonica","japnese quail","prenatal","both","0","16.5","16.5","days","NA","NA","NA","NA",16.5,"days","60","NA","days","temp","NA","NA","NA","NA","erythrocyte","erythrocyte","homogenate","1","mitochondrial capacity","NA","NA","respiration","FCR(R/ETS)","routine/ETS; proportion of maximal capacity used under endogenous conditions; Stier et al. 2017","unitless","figure1f","37.700000000000003","37",0.7,"celsius",0.604056437389771,0.0879206844332475,18,0.599647266313933,0.0710848086907108,18,"2",33,0.0539239644691343,0.117691695831508
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","3","3","6","hours",6,"hours","NA","32","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde levels, lipid peroxidation","nmol/g","figure3a","39 (TC3)","30 (C3)",9,"celsius",5.21825396825396,0.537914353639921,15,1.46825396825397,0.307379630651381,15,"1",239,8.32831289382717,1.70069005969524
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","5","5","6","hours",6,"hours","NA","30","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde levels, lipid peroxidation","nmol/g","figure3a","39 (TC5)","30 (C5)",9,"celsius",7.55952380952381,1.15267361494268,15,2.59920634920635,0.922138891954147,15,"2",240,4.62358379525347,0.542993145777058
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","7","7","6","hours",6,"hours","NA","48","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde levels, lipid peroxidation","nmol/g","figure3a","39 (TC7)","30 (C7)",9,"celsius",8.57142857142857,1.6905879685826,15,2.91666666666666,1.46005324559406,15,"3",241,3.48311980683295,0.364092554863348
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","3","3","6","hours",6,"hours","NA","32","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","non-enzymatic","NA","antioxidant","GSH","reduced glutathione","mg/g","figure4a","39 (TC3)","30 (C3)",9,"celsius",12.7777777777778,3.94470526002607,15,22.6851851851852,5.37914353639923,15,"1",242,-2.04360819538069,0.224172399864238
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","5","5","6","hours",6,"hours","NA","30","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","non-enzymatic","NA","antioxidant","GSH","reduced glutathione","mg/g","figure4a","39 (TC5)","30 (C5)",9,"celsius",27.4074074074074,4.30331482911936,15,40.7407407407407,3.58609569093279,15,"2",243,-3.27506170040922,0.340621779675175
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","7","7","6","hours",6,"hours","NA","48","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","non-enzymatic","NA","antioxidant","GSH","reduced glutathione","mg/g","figure4a","39 (TC7)","30 (C7)",9,"celsius",28.8888888888889,2.86887655274623,15,42.3148148148148,6.45497224367899,15,"3",244,-2.61519481662915,0.319827239358496
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","3","3","6","hours",6,"hours","NA","32","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","non-enzymatic","NA","antioxidant","GST","glutathione S-transferase","U/g","figure4c","39 (TC3)","30 (C3)",9,"celsius",23.8059701492537,4.62445772681485,15,24.1791044776119,4.62445772681483,15,"1",245,-0.0785031224708817,0.142967191789959
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","5","5","6","hours",6,"hours","NA","30","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","non-enzymatic","NA","antioxidant","GST","glutathione S-transferase","U/g","figure4c","39 (TC5)","30 (C5)",9,"celsius",26.2686567164179,2.02320025548151,15,35.2238805970149,2.89028607925932,15,"2",246,-3.49252898598531,0.386193038056954
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","7","7","6","hours",6,"hours","NA","48","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","non-enzymatic","NA","antioxidant","GST","glutathione S-transferase","U/g","figure4c","39 (TC7)","30 (C7)",9,"celsius",26.7910447761194,3.75737190303704,15,36.5671641791045,2.02320025548151,15,"3",247,-3.15206348699703,0.374035887015932
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","3","3","6","hours",6,"hours","NA","32","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/g","figure5a","39 (TC3)","30 (C3)",9,"celsius",2.43307086614173,0.228719488949257,15,4.99606299212598,0.548926773478219,15,"1",248,-5.93018564078033,1.08220558021488
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","5","5","6","hours",6,"hours","NA","30","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/g","figure5a","39 (TC5)","30 (C5)",9,"celsius",1.87795275590551,0.411695080108663,15,2.50393700787402,0.320207284528959,15,"2",249,-1.651414527633,0.194507390154051
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","7","7","6","hours",6,"hours","NA","48","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase (CAT) activity","U/g","figure5a","39 (TC7)","30 (C7)",9,"celsius",1.46456692913386,0.365951182318809,15,2.07874015748032,0.320207284528959,15,"3",250,-1.73786496991407,0.197739152648694
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","3","3","6","hours",6,"hours","NA","32","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/g","figure5c","39 (TC3)","30 (C3)",9,"celsius",8.41121495327103,1.44784424157286,15,18.411214953271,4.34353272471858,15,"1",251,-3.00521600913999,0.40734589551803
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","5","5","6","hours",6,"hours","NA","30","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/g","figure5c","39 (TC5)","30 (C5)",9,"celsius",27.8504672897196,3.98157166432541,15,33.4579439252336,7.60118226825755,15,"2",252,-0.899155903340277,0.161974993359316
"s16","Madkour","2022","Aves","Galliformes","Phasianidae","Gallus","gallus","broiler chicken","postnatal","both","NA","NA","NA","NA","7","7","6","hours",6,"hours","NA","48","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/g","figure5c","39 (TC7)","30 (C7)",9,"celsius",16.4485981308411,6.15333802668466,15,41.8691588785047,9.77294863061683,15,"3",253,-3.02863489875981,0.337253686048199
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","268","14","days",14,"days","NA","0","days","temp","NA","NA","0","days","muscle","lateral muscle","NA","1","NA","NA","NA","metabolic capacity","ETS","electron transport system activity","(Ec)J/g","figure2e","20","28",-8,"celsius",2146.85314685315,307.692307692309,3,1552.44755244755,293.706293706294,3,"1",377,1.57678733511921,1.31145388600426
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","268","14","days",14,"days","NA","0","days","temp","NA","NA","0","days","muscle","lateral muscle","NA","1","NA","NA","NA","metabolic capacity","ETS","electron transport system activity","(Ec)J/g","figure2e","24","28",-4,"celsius",1972.02797202797,433.566433566433,3,1552.44755244755,293.706293706294,3,"2",378,0.904070518447774,1.11622275777419
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","282","28","days",28,"days","NA","0","days","temp","NA","NA","0","days","muscle","lateral muscle","NA","1","NA","NA","NA","metabolic capacity","ETS","electron transport system activity","(Ec)J/g","figure2e","20","28",-8,"celsius",2097.9020979021,412.587412587412,3,1825.17482517482,363.636363636363,3,"3",379,0.559564062266765,1.0397566848918
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","282","28","days",28,"days","NA","0","days","temp","NA","NA","0","days","muscle","lateral muscle","NA","1","NA","NA","NA","metabolic capacity","ETS","electron transport system activity","(Ec)J/g","figure2e","24","28",-4,"celsius",2139.86013986014,118.881118881119,3,1825.17482517482,363.636363636363,3,"4",380,0.928141549052791,1.17778750216999
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","268","14","days",14,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALP","alkaline phosphatase, plays role in phosphorus metabolism in aquatic animals, increases phophorylation and dephosphorylation mechanisms, might help mitochondrial function by liberating phosphates from organic molecules","U/mg","figure4a","20","28",-8,"celsius",5666.66666666667,625,3,4097.22222222222,875.000000000002,3,"1",381,1.64692997304784,1.37471041111711
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","268","14","days",14,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALP","alkaline phosphatase, plays role in phosphorus metabolism in aquatic animals, increases phophorylation and dephosphorylation mechanisms, might help mitochondrial function by liberating phosphates from organic molecules","U/mg","figure4a","24","28",-4,"celsius",5222.22222222222,958.333333333334,3,4097.22222222222,875.000000000002,3,"2",382,0.978211932907385,1.12059678259062
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","282","28","days",28,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALP","alkaline phosphatase, plays role in phosphorus metabolism in aquatic animals, increases phophorylation and dephosphorylation mechanisms, might help mitochondrial function by liberating phosphates from organic molecules","U/mg","figure4a","20","28",-8,"celsius",5416.66666666667,1027.77777777778,3,3611.11111111111,347.222222222223,3,"3",383,1.87800999423334,1.71958402247915
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","282","28","days",28,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALP","alkaline phosphatase, plays role in phosphorus metabolism in aquatic animals, increases phophorylation and dephosphorylation mechanisms, might help mitochondrial function by liberating phosphates from organic molecules","U/mg","figure4a","24","28",-4,"celsius",4055.55555555556,194.444444444443,3,3611.11111111111,347.222222222223,3,"4",384,1.26018254280087,1.25270824331455
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","268","14","days",28,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine aminotransferase, enzyme that catalyzes the formation of pyruvate and glutamate","U/mg","figure4c","20","28",-8,"celsius",164.918414918415,3.49650349650346,3,64.1025641025641,19.8135198135198,3,"1",389,5.65409413450655,8.52402477885169
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","268","14","days",28,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine aminotransferase, enzyme that catalyzes the formation of pyruvate and glutamate","U/mg","figure4c","24","28",-4,"celsius",148.018648018648,25.0582750582751,3,64.1025641025641,19.8135198135198,3,"2",390,2.96411680255308,2.15665733521232
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","282","28","days",28,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine aminotransferase, enzyme that catalyzes the formation of pyruvate and glutamate","U/mg","figure4c","20","28",-8,"celsius",199.88344988345,67.0163170163171,3,88.5780885780886,33.7995337995338,3,"3",391,1.67331738420036,1.47366996605873
"s23","Wen","2017","Actinopterygii","Cichliformes","Cichlidae","Symphysodon","aequifasciatus","blue discus fish","postnatal","both","NA","NA","NA","NA","255","282","28","days",28,"days","NA","0","days","temp","NA","NA","0","days","liver","liver","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine aminotransferase, enzyme that catalyzes the formation of pyruvate and glutamate","U/mg","figure4c","24","28",-4,"celsius",121.794871794872,9.90675990675993,3,88.5780885780886,33.7995337995338,3,"4",392,1.06415546298286,1.24185569653879
